timestamp,energy_consumption_kwh,temperature_celsius,humidity_percent,production_rate,operating_status,weather_condition,energy_cost_per_kwh,downtime_minutes,load_factor,maintenance_alert
2024-01-02 20:00:00,18.16,-8.8,23.8,169,0,2,0.128,0,0.57,0
2024-01-02 21:00:00,11.09,32.4,28.5,50,0,3,0.189,0,0.58,0
2024-01-02 22:00:00,10.07,-0.3,60.2,66,0,1,0.152,0,0.78,0
2024-01-02 23:00:00,14.07,32.7,23.8,74,0,0,0.123,0,0.69,0
2024-01-03 00:00:00,18.72,-6.0,51.2,122,0,3,0.11,0,0.64,0
2024-01-03 01:00:00,23.73,6.8,27.3,193,0,2,0.179,0,0.92,0
2024-01-03 02:00:00,7.22,16.3,55.5,76,0,1,0.166,0,0.72,0
2024-01-03 03:00:00,14.88,33.7,87.8,61,0,1,0.136,0,0.68,0
2024-01-03 04:00:00,19.01,28.4,71.0,149,1,2,0.128,25,0.0,1
2024-01-03 05:00:00,14.05,27.5,60.6,152,0,3,0.187,0,0.7,0
2024-01-03 06:00:00,18.14,19.4,52.6,169,0,0,0.104,0,0.73,0
2024-01-03 07:00:00,22.12,15.0,54.5,152,0,1,0.131,0,0.94,0
2024-01-03 08:00:00,4.18,8.2,68.6,55,0,2,0.12,0,0.88,0
2024-01-03 09:00:00,10.4,-9.4,87.8,195,0,3,0.19,0,0.76,0
2024-01-03 10:00:00,7.53,15.4,25.9,53,0,1,0.116,0,0.76,0
2024-01-03 11:00:00,21.3,14.8,69.7,136,1,0,0.147,22,0.0,1
2024-01-03 12:00:00,23.26,0.5,43.4,165,0,0,0.115,0,0.81,0
2024-01-03 13:00:00,19.59,-9.4,37.2,191,0,2,0.146,0,0.75,0
2024-01-03 14:00:00,12.44,19.7,36.4,193,0,1,0.168,0,0.77,0
2024-01-03 15:00:00,17.47,-9.3,66.9,151,2,1,0.108,0,0.0,0
2024-01-03 16:00:00,10.84,23.6,56.5,198,0,0,0.156,0,0.8,0
2024-01-03 17:00:00,11.83,31.4,72.0,168,0,0,0.112,0,0.93,0
2024-01-03 18:00:00,5.87,28.1,32.3,135,2,0,0.171,0,0.0,0
2024-01-03 19:00:00,15.65,22.5,32.4,113,0,3,0.128,0,0.63,0
2024-01-03 20:00:00,15.61,4.6,56.4,85,1,2,0.15,30,0.0,1
2024-01-03 21:00:00,4.71,3.4,81.9,93,0,0,0.18,0,0.89,0
2024-01-03 22:00:00,16.65,1.4,33.9,85,0,3,0.156,0,0.52,0
2024-01-03 23:00:00,14.02,30.1,44.4,196,1,0,0.164,17,0.0,0
2024-01-04 00:00:00,8.81,19.8,44.7,180,0,2,0.155,0,0.81,0
2024-01-04 01:00:00,20.14,28.7,53.9,181,0,1,0.105,0,0.95,0
2024-01-04 02:00:00,18.66,4.7,64.3,100,1,2,0.181,17,0.0,0
2024-01-04 03:00:00,19.58,18.7,69.3,109,1,2,0.181,6,0.0,0
2024-01-04 04:00:00,5.43,17.4,66.1,71,0,2,0.147,0,0.65,0
2024-01-04 05:00:00,8.43,9.4,66.4,164,0,2,0.102,0,0.7,0
2024-01-04 06:00:00,16.16,4.5,49.4,71,0,2,0.171,0,0.66,0
2024-01-04 07:00:00,15.54,-1.9,63.3,114,0,1,0.148,0,0.61,0
2024-01-04 08:00:00,13.46,-8.7,38.6,138,0,1,0.179,0,0.93,0
2024-01-04 09:00:00,16.91,8.6,75.7,70,0,0,0.172,0,0.86,0
2024-01-04 10:00:00,3.93,30.9,43.7,88,2,1,0.199,0,0.0,0
2024-01-04 11:00:00,16.83,12.1,75.0,98,0,2,0.14,0,0.77,0
2024-01-04 12:00:00,7.18,14.3,35.4,144,0,3,0.154,0,0.56,0
2024-01-04 13:00:00,22.51,5.6,33.0,194,0,1,0.187,0,0.79,0
2024-01-04 14:00:00,5.12,8.5,89.8,136,1,3,0.13,3,0.0,0
2024-01-04 15:00:00,10.61,2.5,44.9,176,2,0,0.126,0,0.0,0
2024-01-04 16:00:00,14.05,1.6,55.4,174,0,1,0.164,0,0.76,0
2024-01-04 17:00:00,9.13,-1.7,76.7,58,0,3,0.115,0,0.58,0
2024-01-04 18:00:00,9.93,25.9,69.2,64,1,2,0.131,2,0.0,0
2024-01-04 19:00:00,16.53,10.7,64.6,83,0,3,0.156,0,0.64,0
2024-01-04 20:00:00,10.87,-8.1,32.3,51,0,3,0.116,0,0.74,0
2024-01-04 21:00:00,15.74,21.5,41.6,114,0,1,0.158,0,0.72,0
2024-01-04 22:00:00,14.26,30.4,68.4,192,0,1,0.18,0,0.87,0
2024-01-04 23:00:00,10.62,25.6,64.9,111,0,2,0.135,0,0.83,0
2024-01-05 00:00:00,8.88,-4.1,77.4,79,1,3,0.163,24,0.0,1
2024-01-05 01:00:00,20.0,12.5,56.4,153,0,3,0.163,0,0.63,0
2024-01-05 02:00:00,14.98,-6.7,78.8,65,0,2,0.116,0,0.65,0
2024-01-05 03:00:00,7.53,2.7,85.6,107,0,3,0.117,0,0.59,0
2024-01-05 04:00:00,10.76,22.8,82.2,109,1,3,0.114,24,0.0,1
2024-01-05 05:00:00,5.28,16.4,34.7,110,0,1,0.189,0,0.94,0
2024-01-05 06:00:00,8.49,33.9,53.2,95,0,3,0.177,0,0.59,0
2024-01-05 07:00:00,25.47,0.9,37.9,165,0,3,0.173,0,0.57,0
2024-01-05 08:00:00,18.27,-5.8,79.0,117,2,2,0.167,0,0.0,0
2024-01-05 09:00:00,12.21,-1.2,53.6,79,1,2,0.193,17,0.0,0
2024-01-05 10:00:00,7.21,-2.4,56.1,121,1,0,0.144,18,0.0,0
2024-01-05 11:00:00,9.17,-1.0,78.5,127,1,3,0.142,23,0.0,1
2024-01-05 12:00:00,16.53,8.4,80.6,105,1,0,0.106,11,0.0,0
2024-01-05 13:00:00,13.5,-7.0,58.6,149,0,2,0.128,0,0.9,0
2024-01-05 14:00:00,4.91,-4.2,88.2,124,0,0,0.112,0,0.66,0
2024-01-05 15:00:00,20.99,12.9,35.1,166,0,2,0.136,0,0.52,0
2024-01-05 16:00:00,20.71,29.5,86.1,198,1,2,0.181,25,0.0,1
2024-01-05 17:00:00,12.52,-4.5,38.8,172,0,0,0.196,0,0.76,0
2024-01-05 18:00:00,3.63,-9.7,46.6,76,0,3,0.124,0,0.73,0
2024-01-05 19:00:00,8.7,4.6,22.3,197,0,2,0.155,0,0.85,0
2024-01-05 20:00:00,8.76,8.2,71.2,165,0,2,0.112,0,0.92,0
2024-01-05 21:00:00,24.62,5.3,50.3,157,0,1,0.142,0,0.5,0
2024-01-05 22:00:00,20.51,32.2,21.0,181,0,3,0.132,0,0.74,0
2024-01-05 23:00:00,15.41,14.6,48.6,88,0,1,0.193,0,0.54,0
2024-01-06 00:00:00,5.94,26.0,29.0,125,0,2,0.196,0,0.74,0
2024-01-06 01:00:00,6.41,-3.1,59.9,56,1,0,0.146,19,0.0,0
2024-01-06 02:00:00,5.65,18.1,80.8,179,0,3,0.121,0,0.55,0
2024-01-06 03:00:00,27.04,-5.6,86.2,185,1,3,0.175,0,0.0,0
2024-01-06 04:00:00,6.44,18.9,79.4,161,0,1,0.112,0,0.66,0
2024-01-06 05:00:00,15.31,27.5,53.1,154,0,1,0.123,0,0.82,0
2024-01-06 06:00:00,17.66,30.0,43.1,154,1,3,0.133,1,0.0,0
2024-01-06 07:00:00,12.4,25.7,53.2,163,1,3,0.142,14,0.0,0
2024-01-06 08:00:00,23.68,-5.9,80.6,145,0,1,0.148,0,0.61,0
2024-01-06 09:00:00,11.85,19.9,51.7,195,0,3,0.104,0,0.94,0
2024-01-06 10:00:00,10.26,25.9,78.0,86,0,3,0.175,0,0.79,0
2024-01-06 11:00:00,26.87,6.9,79.0,169,0,3,0.19,0,0.89,0
2024-01-06 12:00:00,14.74,23.6,65.5,67,0,0,0.149,0,0.59,0
2024-01-06 13:00:00,7.76,24.6,84.4,64,2,1,0.178,0,0.0,0
2024-01-06 14:00:00,18.0,2.3,86.0,141,0,3,0.157,0,0.89,0
2024-01-06 15:00:00,17.87,26.6,82.5,94,0,0,0.105,0,0.56,0
2024-01-06 16:00:00,11.33,27.2,86.2,154,0,1,0.101,0,0.66,0
2024-01-06 17:00:00,5.31,7.2,73.3,123,0,1,0.121,0,0.95,0
2024-01-06 18:00:00,9.73,-3.0,73.1,99,0,1,0.166,0,0.54,0
2024-01-06 19:00:00,14.44,2.9,49.7,63,1,1,0.156,19,0.0,0
2024-01-06 20:00:00,7.31,-8.0,76.1,200,2,2,0.193,0,0.0,0
2024-01-06 21:00:00,5.7,-0.5,54.2,121,0,3,0.156,0,0.75,0
2024-01-06 22:00:00,14.18,8.5,22.5,57,1,3,0.18,18,0.0,0
2024-01-06 23:00:00,16.33,18.5,60.1,116,1,0,0.114,12,0.0,0
2024-01-07 00:00:00,17.26,32.0,39.9,138,0,1,0.161,0,0.82,0
2024-01-07 01:00:00,18.94,29.6,40.7,137,0,3,0.16,0,0.54,0
2024-01-07 02:00:00,10.49,8.6,78.7,132,1,2,0.148,2,0.0,0
2024-01-07 03:00:00,16.69,12.0,63.3,84,0,1,0.117,0,0.75,0
2024-01-07 04:00:00,25.54,9.1,40.7,173,1,0,0.101,1,0.0,0
2024-01-07 05:00:00,10.15,-4.5,71.3,147,1,2,0.172,8,0.0,0
2024-01-07 06:00:00,10.08,27.5,37.8,185,1,2,0.115,9,0.0,0
2024-01-07 07:00:00,25.6,-1.0,38.7,186,0,2,0.177,0,0.5,0
2024-01-07 08:00:00,15.35,29.3,25.5,112,0,0,0.115,0,0.53,0
2024-01-07 09:00:00,14.6,24.2,52.7,115,0,2,0.143,0,0.53,0
2024-01-07 10:00:00,5.34,23.3,77.4,129,2,0,0.138,0,0.0,0
2024-01-07 11:00:00,15.37,15.1,62.4,132,0,3,0.169,0,0.98,0
2024-01-07 12:00:00,19.36,7.6,59.0,155,1,2,0.159,4,0.0,0
2024-01-07 13:00:00,17.5,7.4,63.7,143,0,0,0.158,0,0.6,0
2024-01-07 14:00:00,24.34,12.8,81.9,172,0,3,0.175,0,0.85,0
2024-01-07 15:00:00,8.37,-3.1,52.2,190,0,3,0.182,0,0.65,0
2024-01-07 16:00:00,26.41,24.5,77.0,189,0,1,0.175,0,0.78,0
2024-01-07 17:00:00,5.47,16.9,42.4,60,0,1,0.113,0,0.59,0
2024-01-07 18:00:00,15.03,32.0,31.5,93,0,0,0.118,0,0.99,0
2024-01-07 19:00:00,14.29,6.5,48.8,173,0,0,0.182,0,0.61,0
2024-01-07 20:00:00,8.77,27.4,66.0,133,0,3,0.107,0,0.89,0
2024-01-07 21:00:00,6.17,-0.1,82.2,103,2,1,0.162,0,0.0,0
2024-01-07 22:00:00,13.04,21.1,66.0,188,1,3,0.188,5,0.0,0
2024-01-07 23:00:00,19.25,24.6,55.7,182,0,0,0.157,0,0.97,0
2024-01-08 00:00:00,8.78,30.3,36.5,114,1,2,0.198,18,0.0,0
2024-01-08 01:00:00,17.42,0.6,86.7,142,1,1,0.105,18,0.0,0
2024-01-08 02:00:00,15.42,5.1,53.3,78,0,3,0.133,0,0.66,0
2024-01-08 03:00:00,14.68,31.4,25.5,129,0,3,0.15,0,0.53,0
2024-01-08 04:00:00,4.67,-6.1,46.7,52,0,1,0.148,0,0.8,0
2024-01-08 05:00:00,14.51,21.1,58.3,188,0,0,0.113,0,0.62,0
2024-01-08 06:00:00,9.78,8.9,84.7,170,0,2,0.141,0,0.87,0
2024-01-08 07:00:00,6.0,21.7,87.6,70,1,1,0.102,16,0.0,0
2024-01-08 08:00:00,17.5,4.5,30.5,174,0,0,0.19,0,0.84,0
2024-01-08 09:00:00,17.47,-3.9,28.1,88,2,1,0.149,0,0.0,0
2024-01-08 10:00:00,18.9,31.6,71.5,90,1,0,0.187,2,0.0,0
2024-01-08 11:00:00,15.87,8.6,73.1,175,0,2,0.123,0,0.62,0
2024-01-08 12:00:00,7.49,7.9,27.8,119,0,2,0.15,0,0.98,0
2024-01-08 13:00:00,11.23,16.0,48.6,185,0,1,0.12,0,0.83,0
2024-01-08 14:00:00,10.7,28.2,47.9,67,0,2,0.171,0,0.53,0
2024-01-08 15:00:00,18.92,5.8,71.1,153,0,3,0.105,0,0.62,0
2024-01-08 16:00:00,19.67,20.6,39.0,131,0,0,0.103,0,0.6,0
2024-01-08 17:00:00,14.65,2.7,84.8,75,0,3,0.188,0,0.72,0
2024-01-08 18:00:00,15.39,27.0,79.7,196,0,2,0.199,0,0.93,0
2024-01-08 19:00:00,15.84,33.8,80.7,93,1,1,0.194,27,0.0,1
2024-01-08 20:00:00,9.29,8.9,74.8,151,0,2,0.173,0,0.89,0
2024-01-08 21:00:00,11.89,22.2,79.5,124,1,1,0.154,6,0.0,0
2024-01-08 22:00:00,10.94,-9.5,30.2,53,0,2,0.156,0,0.6,0
2024-01-08 23:00:00,21.57,1.0,44.1,179,2,1,0.161,0,0.0,0
2024-01-09 00:00:00,8.61,-6.9,73.2,110,0,1,0.167,0,0.56,0
2024-01-09 01:00:00,19.91,34.9,25.6,151,0,0,0.154,0,0.54,0
2024-01-09 02:00:00,21.8,-8.8,45.4,159,0,0,0.104,0,0.85,0
2024-01-09 03:00:00,5.66,19.5,38.6,116,0,1,0.192,0,0.65,0
2024-01-09 04:00:00,7.77,-5.0,67.7,108,0,3,0.148,0,0.53,0
2024-01-09 05:00:00,16.89,34.7,51.3,69,0,2,0.139,0,0.67,0
2024-01-09 06:00:00,15.17,31.2,43.1,178,1,3,0.108,0,0.0,0
2024-01-09 07:00:00,14.21,33.0,26.0,74,0,0,0.154,0,0.53,0
2024-01-09 08:00:00,23.34,-9.9,85.5,194,0,3,0.169,0,0.72,0
2024-01-09 09:00:00,12.57,0.7,67.6,83,0,1,0.173,0,0.68,0
2024-01-09 10:00:00,6.3,34.4,24.7,139,0,1,0.192,0,0.82,0
2024-01-09 11:00:00,9.05,4.7,73.3,61,0,1,0.102,0,0.83,0
2024-01-09 12:00:00,11.03,0.9,28.1,190,1,2,0.148,4,0.0,0
2024-01-09 13:00:00,13.61,-7.8,81.8,110,0,1,0.129,0,0.84,0
2024-01-09 14:00:00,10.64,26.2,63.0,194,0,0,0.111,0,0.93,0
2024-01-09 15:00:00,15.57,0.6,21.4,118,0,1,0.115,0,1.0,0
2024-01-09 16:00:00,23.58,29.1,62.6,172,0,1,0.147,0,0.89,0
2024-01-09 17:00:00,16.88,19.1,22.0,76,0,2,0.186,0,0.98,0
2024-01-09 18:00:00,8.48,22.9,48.8,132,1,0,0.118,13,0.0,0
2024-01-09 19:00:00,13.07,-3.5,35.4,104,1,3,0.168,2,0.0,0
2024-01-09 20:00:00,10.5,4.1,58.4,122,0,0,0.17,0,0.99,0
2024-01-09 21:00:00,15.65,21.0,24.1,169,0,3,0.177,0,0.77,0
2024-01-09 22:00:00,9.83,32.8,23.8,127,0,0,0.122,0,0.88,0
2024-01-09 23:00:00,9.81,13.6,29.7,129,2,2,0.152,0,0.0,0
2024-01-10 00:00:00,9.54,34.8,45.5,193,1,1,0.15,18,0.0,0
2024-01-10 01:00:00,14.62,4.0,59.6,155,0,1,0.169,0,0.96,0
2024-01-10 02:00:00,22.83,-1.0,77.5,138,0,1,0.137,0,0.56,0
2024-01-10 03:00:00,6.18,27.0,69.1,67,0,3,0.145,0,0.79,0
2024-01-10 04:00:00,19.93,-2.4,70.0,165,0,3,0.189,0,0.78,0
2024-01-10 05:00:00,11.23,15.8,63.4,168,0,2,0.176,0,0.83,0
2024-01-10 06:00:00,16.07,27.8,73.8,126,0,2,0.116,0,0.96,0
2024-01-10 07:00:00,10.43,6.5,87.5,100,0,2,0.115,0,0.94,0
2024-01-10 08:00:00,6.16,25.8,75.0,127,0,3,0.188,0,0.8,0
2024-01-10 09:00:00,20.67,11.2,83.9,182,0,3,0.113,0,0.76,0
2024-01-10 10:00:00,10.26,18.6,82.9,142,0,2,0.179,0,0.9,0
2024-01-10 11:00:00,16.83,-4.2,21.2,153,1,2,0.179,7,0.0,0
2024-01-10 12:00:00,19.68,14.9,76.9,182,1,0,0.165,26,0.0,1
2024-01-10 13:00:00,14.82,-8.7,26.2,90,0,0,0.176,0,0.77,0
2024-01-10 14:00:00,5.88,16.6,63.0,107,0,0,0.167,0,0.74,0
2024-01-10 15:00:00,18.23,17.1,59.4,125,0,3,0.132,0,0.69,0
2024-01-10 16:00:00,16.24,7.6,73.4,198,1,0,0.118,20,0.0,0
2024-01-10 17:00:00,4.51,34.2,54.5,57,1,2,0.167,0,0.0,0
2024-01-10 18:00:00,11.9,23.3,55.0,66,0,2,0.117,0,0.68,0
2024-01-10 19:00:00,17.75,-2.7,47.1,173,0,3,0.144,0,0.8,0
2024-01-10 20:00:00,5.73,12.6,42.2,82,0,1,0.125,0,0.6,0
2024-01-10 21:00:00,19.64,21.8,77.4,153,0,1,0.164,0,0.65,0
2024-01-10 22:00:00,4.32,22.0,62.4,82,0,1,0.191,0,0.54,0
2024-01-10 23:00:00,13.74,12.6,55.9,58,0,1,0.191,0,0.97,0
2024-01-11 00:00:00,4.41,15.6,67.5,63,0,0,0.149,0,0.95,0
2024-01-11 01:00:00,7.86,10.5,24.9,118,2,0,0.143,0,0.0,0
2024-01-11 02:00:00,8.16,0.7,47.5,75,0,1,0.132,0,0.55,0
2024-01-11 03:00:00,18.8,29.7,68.5,169,0,0,0.161,0,0.7,0
2024-01-11 04:00:00,5.46,27.0,85.1,167,0,1,0.108,0,0.84,0
2024-01-11 05:00:00,18.42,0.6,83.8,151,0,0,0.137,0,0.71,0
2024-01-11 06:00:00,19.59,21.1,29.9,116,0,2,0.1,0,0.99,0
2024-01-11 07:00:00,5.96,-2.5,71.9,157,0,0,0.143,0,0.82,0
2024-01-11 08:00:00,6.73,-6.8,51.0,52,0,2,0.15,0,0.75,0
2024-01-11 09:00:00,4.84,25.3,28.6,82,2,1,0.14,0,0.0,0
2024-01-11 10:00:00,13.28,29.9,79.9,105,2,2,0.189,0,0.0,0
2024-01-11 11:00:00,8.87,26.2,39.5,164,1,1,0.13,5,0.0,0
2024-01-11 12:00:00,19.84,0.2,63.6,197,0,1,0.16,0,0.59,0
2024-01-11 13:00:00,13.41,25.6,50.4,132,0,3,0.2,0,0.64,0
2024-01-11 14:00:00,24.69,7.7,67.4,173,1,0,0.113,11,0.0,0
2024-01-11 15:00:00,11.47,23.1,84.3,113,1,0,0.129,25,0.0,1
2024-01-11 16:00:00,9.79,20.5,37.2,93,0,1,0.19,0,0.8,0
2024-01-11 17:00:00,15.93,-5.7,43.1,127,0,1,0.148,0,0.83,0
2024-01-11 18:00:00,25.04,24.3,53.6,153,0,0,0.191,0,0.53,0
2024-01-11 19:00:00,6.98,2.0,41.0,101,0,0,0.131,0,0.71,0
2024-01-11 20:00:00,8.23,-7.7,28.9,197,0,0,0.105,0,0.74,0
2024-01-11 21:00:00,7.34,5.0,85.5,160,0,3,0.193,0,0.54,0
2024-01-11 22:00:00,21.88,17.9,37.3,154,0,2,0.106,0,0.98,0
2024-01-11 23:00:00,12.97,-7.9,36.9,127,0,3,0.176,0,0.98,0
2024-01-12 00:00:00,16.65,9.3,73.0,113,1,2,0.157,10,0.0,0
2024-01-12 01:00:00,11.95,21.1,22.7,116,0,0,0.179,0,0.74,0
2024-01-12 02:00:00,19.77,29.3,78.4,122,0,1,0.113,0,0.62,0
2024-01-12 03:00:00,7.04,-8.7,88.8,81,0,3,0.137,0,0.64,0
2024-01-12 04:00:00,5.18,-8.2,38.3,86,1,0,0.139,23,0.0,1
2024-01-12 05:00:00,19.9,33.5,68.9,160,0,2,0.145,0,0.91,0
2024-01-12 06:00:00,6.09,30.9,87.3,118,2,1,0.188,0,0.0,0
2024-01-12 07:00:00,9.53,0.1,47.8,100,0,1,0.168,0,0.8,0
2024-01-12 08:00:00,16.39,-5.1,74.8,197,0,0,0.1,0,0.71,0
2024-01-12 09:00:00,7.06,13.2,24.8,120,0,1,0.199,0,0.94,0
2024-01-12 10:00:00,9.87,-4.0,60.6,96,1,2,0.154,5,0.0,0
2024-01-12 11:00:00,12.71,11.2,23.4,181,0,1,0.113,0,0.74,0
2024-01-12 12:00:00,22.45,30.8,89.7,135,0,1,0.199,0,0.51,0
2024-01-12 13:00:00,24.99,22.8,39.1,180,0,1,0.181,0,0.71,0
2024-01-12 14:00:00,9.18,11.3,38.6,113,0,3,0.198,0,0.94,0
2024-01-12 15:00:00,6.0,-1.4,39.3,109,0,1,0.199,0,0.95,0
2024-01-12 16:00:00,16.21,14.8,68.5,103,0,1,0.12,0,0.97,0
2024-01-12 17:00:00,13.36,13.7,26.5,158,0,1,0.16,0,0.68,0
2024-01-12 18:00:00,15.45,21.5,81.7,89,0,3,0.164,0,0.76,0
2024-01-12 19:00:00,9.3,1.5,51.8,114,0,2,0.193,0,0.95,0
2024-01-12 20:00:00,15.09,-3.0,77.6,98,1,3,0.198,5,0.0,0
2024-01-12 21:00:00,10.07,10.8,70.6,64,0,2,0.107,0,0.52,0
2024-01-12 22:00:00,6.56,-4.5,40.7,61,0,0,0.173,0,0.86,0
2024-01-12 23:00:00,23.96,33.7,41.7,152,0,1,0.161,0,0.75,0
2024-01-13 00:00:00,6.18,20.1,69.2,83,0,0,0.175,0,0.86,0
2024-01-13 01:00:00,20.49,34.9,83.8,174,1,2,0.171,30,0.0,1
2024-01-13 02:00:00,20.76,32.6,87.7,141,0,3,0.177,0,0.56,0
2024-01-13 03:00:00,10.61,27.4,37.7,63,1,2,0.141,20,0.0,0
2024-01-13 04:00:00,14.41,5.6,41.7,63,0,1,0.177,0,0.76,0
2024-01-13 05:00:00,11.71,19.9,88.9,126,2,3,0.155,0,0.0,0
2024-01-13 06:00:00,10.97,14.0,85.5,128,0,1,0.199,0,0.65,0
2024-01-13 07:00:00,13.25,-5.1,33.4,145,1,0,0.165,4,0.0,0
2024-01-13 08:00:00,15.07,13.3,46.3,132,0,0,0.184,0,0.92,0
2024-01-13 09:00:00,18.42,22.7,86.7,174,1,0,0.101,18,0.0,0
2024-01-13 10:00:00,11.03,3.1,43.0,73,1,2,0.19,28,0.0,1
2024-01-13 11:00:00,9.54,27.7,36.3,55,0,1,0.166,0,0.99,0
2024-01-13 12:00:00,22.68,-8.6,52.5,129,0,2,0.198,0,0.67,0
2024-01-13 13:00:00,14.92,-10.0,61.1,67,0,3,0.132,0,0.97,0
2024-01-13 14:00:00,13.84,5.0,62.7,78,0,3,0.135,0,0.68,0
2024-01-13 15:00:00,6.46,11.1,78.5,130,0,0,0.163,0,0.84,0
2024-01-13 16:00:00,17.04,15.1,85.5,150,0,1,0.163,0,0.8,0
2024-01-13 17:00:00,17.76,22.5,29.5,94,2,1,0.104,0,0.0,0
2024-01-13 18:00:00,8.1,18.8,63.1,121,0,0,0.104,0,0.57,0
2024-01-13 19:00:00,23.0,2.2,81.7,160,0,3,0.106,0,0.64,0
2024-01-13 20:00:00,18.34,30.0,36.6,84,1,0,0.126,21,0.0,1
2024-01-13 21:00:00,8.87,23.3,49.2,187,0,3,0.126,0,0.84,0
2024-01-13 22:00:00,7.65,5.2,62.3,110,0,0,0.145,0,0.76,0
2024-01-13 23:00:00,8.54,8.6,33.9,50,0,0,0.169,0,0.98,0
2024-01-14 00:00:00,9.62,25.5,31.3,130,0,1,0.108,0,0.57,0
2024-01-14 01:00:00,6.08,1.3,34.0,64,0,3,0.123,0,0.65,0
2024-01-14 02:00:00,20.87,-4.3,39.4,178,1,3,0.124,19,0.0,0
2024-01-14 03:00:00,15.84,-2.3,24.7,164,0,0,0.184,0,0.53,0
2024-01-14 04:00:00,15.37,14.4,65.5,128,0,1,0.188,0,0.93,0
2024-01-14 05:00:00,19.01,-7.4,45.3,158,0,0,0.195,0,0.9,0
2024-01-14 06:00:00,12.89,-2.1,39.5,59,0,0,0.147,0,0.77,0
2024-01-14 07:00:00,19.64,17.4,27.2,122,1,3,0.186,23,0.0,1
