timestamp,energy_consumption_kwh,temperature_celsius,humidity_percent,production_rate,operating_status,weather_condition,energy_cost_per_kwh,downtime_minutes,load_factor,maintenance_alert
2024-01-02 12:00:00,14.16,4.5,24.0,83,0,1,0.102,0,0.53,0
2024-01-02 13:00:00,10.73,5.0,85.2,83,0,3,0.122,0,0.95,0
2024-01-02 14:00:00,13.37,15.7,45.9,73,0,3,0.144,0,0.86,0
2024-01-02 15:00:00,13.02,-0.2,30.5,129,0,1,0.132,0,0.8,0
2024-01-02 16:00:00,16.09,25.5,83.1,99,1,2,0.134,29,0.0,1
2024-01-02 17:00:00,15.82,22.7,57.1,71,1,3,0.171,20,0.0,0
2024-01-02 18:00:00,12.07,-3.2,25.5,90,2,0,0.137,0,0.0,0
2024-01-02 19:00:00,8.36,-2.4,75.8,67,0,1,0.109,0,0.63,0
2024-01-02 20:00:00,10.78,20.5,65.4,163,1,0,0.134,26,0.0,1
2024-01-02 21:00:00,13.76,-7.8,86.7,198,0,0,0.193,0,0.91,0
2024-01-02 22:00:00,14.88,5.1,68.6,157,1,3,0.198,20,0.0,0
2024-01-02 23:00:00,15.27,18.7,56.3,115,0,0,0.122,0,0.65,0
2024-01-03 00:00:00,7.65,22.1,25.9,73,0,1,0.162,0,1.0,0
2024-01-03 01:00:00,10.15,31.7,78.3,69,0,0,0.18,0,0.78,0
2024-01-03 02:00:00,17.2,10.6,35.6,79,0,2,0.16,0,0.84,0
2024-01-03 03:00:00,24.29,-3.7,50.2,150,0,2,0.176,0,0.94,0
2024-01-03 04:00:00,9.48,7.8,24.7,97,0,0,0.138,0,0.65,0
2024-01-03 05:00:00,21.76,13.7,33.4,129,0,3,0.191,0,0.63,0
2024-01-03 06:00:00,10.24,19.3,55.1,156,0,3,0.19,0,0.62,0
2024-01-03 07:00:00,20.49,18.1,43.5,138,0,1,0.162,0,0.92,0
2024-01-03 08:00:00,10.94,5.6,20.8,190,1,2,0.181,6,0.0,0
2024-01-03 09:00:00,15.11,4.3,42.4,170,0,1,0.127,0,0.9,0
2024-01-03 10:00:00,10.32,4.5,62.3,84,0,1,0.129,0,0.63,0
2024-01-03 11:00:00,14.1,12.6,34.8,196,2,0,0.104,0,0.0,0
2024-01-03 12:00:00,17.24,25.6,23.1,92,0,1,0.105,0,0.92,0
2024-01-03 13:00:00,6.19,19.0,55.4,96,0,0,0.126,0,0.85,0
2024-01-03 14:00:00,8.43,13.0,56.0,175,1,3,0.148,19,0.0,0
2024-01-03 15:00:00,25.56,16.6,28.6,161,0,3,0.183,0,0.66,0
2024-01-03 16:00:00,7.19,15.4,59.1,152,0,1,0.144,0,0.6,0
2024-01-03 17:00:00,18.98,5.0,86.1,196,0,1,0.107,0,0.84,0
2024-01-03 18:00:00,21.72,34.9,31.7,191,0,2,0.182,0,0.92,0
2024-01-03 19:00:00,5.82,21.8,83.7,158,0,0,0.106,0,0.57,0
2024-01-03 20:00:00,16.39,-8.1,28.4,92,1,2,0.19,10,0.0,0
2024-01-03 21:00:00,11.23,5.1,87.0,110,0,2,0.117,0,0.84,0
2024-01-03 22:00:00,29.0,8.9,21.4,198,1,0,0.16,30,0.0,1
2024-01-03 23:00:00,14.65,17.6,88.8,69,0,2,0.136,0,0.52,0
2024-01-04 00:00:00,26.04,0.0,44.6,169,0,0,0.189,0,0.51,0
2024-01-04 01:00:00,23.95,34.4,38.0,192,0,1,0.112,0,0.61,0
2024-01-04 02:00:00,9.72,12.7,69.3,104,0,2,0.187,0,0.97,0
2024-01-04 03:00:00,6.69,-4.5,70.3,119,0,2,0.134,0,0.91,0
2024-01-04 04:00:00,11.69,5.1,83.5,121,0,2,0.131,0,0.99,0
2024-01-04 05:00:00,19.5,9.9,71.9,187,0,2,0.12,0,0.75,0
2024-01-04 06:00:00,15.44,-6.5,69.6,151,1,2,0.112,9,0.0,0
2024-01-04 07:00:00,18.42,24.5,76.3,134,0,2,0.133,0,0.86,0
2024-01-04 08:00:00,14.02,16.0,58.1,95,0,2,0.163,0,0.9,0
2024-01-04 09:00:00,14.83,34.4,70.8,168,0,0,0.146,0,0.51,0
2024-01-04 10:00:00,21.33,-2.8,36.0,115,0,0,0.176,0,0.57,0
2024-01-04 11:00:00,11.92,12.4,34.9,172,0,1,0.16,0,0.8,0
2024-01-04 12:00:00,17.82,29.2,31.5,198,0,1,0.16,0,0.97,0
2024-01-04 13:00:00,12.4,13.2,43.8,186,0,3,0.122,0,0.98,0
2024-01-04 14:00:00,17.67,17.1,41.2,122,0,0,0.129,0,0.75,0
2024-01-04 15:00:00,17.66,-8.8,79.3,83,0,2,0.187,0,0.59,0
2024-01-04 16:00:00,22.02,27.1,44.3,132,0,1,0.13,0,0.54,0
2024-01-04 17:00:00,14.88,28.4,28.2,135,1,0,0.138,26,0.0,1
2024-01-04 18:00:00,16.66,24.1,72.4,103,0,0,0.106,0,0.93,0
2024-01-04 19:00:00,11.2,11.0,35.3,155,1,3,0.19,20,0.0,0
2024-01-04 20:00:00,19.25,-9.7,76.1,105,0,3,0.125,0,0.91,0
2024-01-04 21:00:00,20.03,-2.8,21.1,193,0,1,0.165,0,0.58,0
2024-01-04 22:00:00,5.61,13.1,47.0,115,0,3,0.151,0,0.79,0
2024-01-04 23:00:00,4.93,-0.2,71.8,91,0,3,0.155,0,0.65,0
2024-01-05 00:00:00,17.44,9.6,82.5,137,2,1,0.115,0,0.0,0
2024-01-05 01:00:00,13.91,29.9,46.1,194,0,0,0.15,0,0.6,0
2024-01-05 02:00:00,15.4,31.1,52.8,199,2,1,0.117,0,0.0,0
2024-01-05 03:00:00,25.26,26.1,86.7,182,2,0,0.116,0,0.0,0
2024-01-05 04:00:00,6.47,23.8,34.3,180,1,1,0.148,28,0.0,1
2024-01-05 05:00:00,15.88,20.2,28.7,132,0,1,0.184,0,0.6,0
2024-01-05 06:00:00,24.05,9.3,54.9,178,0,2,0.177,0,0.88,0
2024-01-05 07:00:00,14.33,20.6,63.2,136,0,0,0.137,0,0.76,0
2024-01-05 08:00:00,24.71,28.4,59.9,150,0,2,0.114,0,0.72,0
2024-01-05 09:00:00,14.47,-1.0,45.6,74,0,2,0.182,0,0.52,0
2024-01-05 10:00:00,23.65,32.9,81.0,156,0,2,0.138,0,0.75,0
2024-01-05 11:00:00,7.55,-2.4,47.8,151,1,3,0.186,5,0.0,0
2024-01-05 12:00:00,15.17,16.2,29.5,68,0,3,0.108,0,0.96,0
2024-01-05 13:00:00,13.68,-5.2,70.3,91,0,1,0.178,0,0.78,0
2024-01-05 14:00:00,21.9,5.7,39.2,129,0,0,0.144,0,0.92,0
2024-01-05 15:00:00,22.26,22.5,65.9,128,0,2,0.157,0,0.87,0
2024-01-05 16:00:00,25.32,28.2,23.2,154,1,2,0.126,2,0.0,0
2024-01-05 17:00:00,17.67,21.6,86.8,118,0,3,0.123,0,0.68,0
2024-01-05 18:00:00,16.17,8.6,61.0,137,0,0,0.179,0,0.93,0
2024-01-05 19:00:00,7.93,-6.0,39.1,67,0,3,0.101,0,0.71,0
2024-01-05 20:00:00,5.71,6.1,56.8,104,0,2,0.141,0,0.8,0
2024-01-05 21:00:00,12.15,26.2,73.7,132,0,2,0.139,0,0.52,0
2024-01-05 22:00:00,12.67,-6.3,81.1,50,0,1,0.102,0,0.94,0
2024-01-05 23:00:00,11.14,17.6,76.1,85,0,2,0.115,0,0.68,0
2024-01-06 00:00:00,24.91,10.3,72.8,193,0,0,0.174,0,0.74,0
2024-01-06 01:00:00,18.02,19.9,40.7,82,2,2,0.117,0,0.0,0
2024-01-06 02:00:00,9.0,22.6,30.8,112,0,1,0.175,0,0.86,0
2024-01-06 03:00:00,5.66,-4.4,67.5,56,2,1,0.197,0,0.0,0
2024-01-06 04:00:00,7.23,17.1,20.2,97,0,0,0.123,0,0.62,0
2024-01-06 05:00:00,10.18,15.1,34.4,92,1,2,0.117,28,0.0,1
2024-01-06 06:00:00,11.74,20.0,59.8,67,1,3,0.197,13,0.0,0
2024-01-06 07:00:00,26.17,8.0,35.1,162,0,3,0.106,0,0.91,0
2024-01-06 08:00:00,16.5,-2.7,66.5,185,0,1,0.184,0,0.87,0
2024-01-06 09:00:00,10.87,-2.2,66.6,191,0,3,0.117,0,0.54,0
2024-01-06 10:00:00,26.23,-4.9,69.3,164,0,0,0.168,0,0.85,0
2024-01-06 11:00:00,6.25,25.2,82.2,51,0,3,0.16,0,0.61,0
2024-01-06 12:00:00,6.88,13.7,34.6,174,0,2,0.109,0,0.99,0
2024-01-06 13:00:00,27.11,-9.7,68.3,198,0,1,0.139,0,0.85,0
2024-01-06 14:00:00,23.05,5.7,57.0,143,0,2,0.104,0,0.63,0
2024-01-06 15:00:00,12.57,-5.2,54.7,54,1,1,0.198,2,0.0,0
2024-01-06 16:00:00,6.37,-3.0,23.1,105,0,1,0.197,0,0.66,0
2024-01-06 17:00:00,4.83,2.0,71.5,63,0,2,0.135,0,0.57,0
2024-01-06 18:00:00,8.56,33.8,40.0,106,0,1,0.163,0,0.51,0
2024-01-06 19:00:00,9.03,19.4,51.8,160,1,3,0.149,13,0.0,0
2024-01-06 20:00:00,29.18,35.0,78.7,198,0,0,0.193,0,0.91,0
2024-01-06 21:00:00,13.29,5.1,71.1,159,0,2,0.143,0,0.94,0
2024-01-06 22:00:00,24.65,-0.8,40.8,161,0,0,0.17,0,0.53,0
2024-01-06 23:00:00,17.03,-4.5,60.6,103,0,2,0.179,0,0.71,0
2024-01-07 00:00:00,26.84,1.6,75.1,181,0,0,0.144,0,0.57,0
2024-01-07 01:00:00,11.58,17.4,25.0,68,0,2,0.117,0,0.76,0
2024-01-07 02:00:00,20.17,18.1,51.3,134,2,3,0.137,0,0.0,0
2024-01-07 03:00:00,19.03,-3.0,52.5,96,0,2,0.188,0,0.66,0
2024-01-07 04:00:00,17.74,0.9,53.8,145,0,1,0.193,0,0.81,0
2024-01-07 05:00:00,5.37,27.6,68.7,91,0,2,0.189,0,0.6,0
2024-01-07 06:00:00,23.6,6.5,78.8,140,0,1,0.131,0,0.69,0
2024-01-07 07:00:00,19.93,11.9,54.9,149,1,2,0.182,25,0.0,1
2024-01-07 08:00:00,10.73,34.6,76.3,144,0,1,0.136,0,0.81,0
2024-01-07 09:00:00,11.87,20.9,26.3,150,0,1,0.12,0,0.75,0
2024-01-07 10:00:00,10.79,-2.4,60.7,88,2,2,0.14,0,0.0,0
2024-01-07 11:00:00,15.48,19.2,49.1,198,0,1,0.165,0,0.53,0
2024-01-07 12:00:00,6.6,9.5,33.7,186,0,3,0.103,0,0.58,0
2024-01-07 13:00:00,20.83,9.5,59.7,149,0,0,0.161,0,0.76,0
2024-01-07 14:00:00,13.19,-8.4,40.9,75,0,2,0.127,0,0.8,0
2024-01-07 15:00:00,12.88,17.2,41.4,96,0,2,0.111,0,0.86,0
2024-01-07 16:00:00,20.52,-9.0,22.5,129,1,0,0.158,10,0.0,0
2024-01-07 17:00:00,9.62,-2.7,62.1,94,0,3,0.127,0,0.91,0
2024-01-07 18:00:00,16.81,11.5,40.5,76,2,0,0.117,0,0.0,0
2024-01-07 19:00:00,7.79,-3.6,26.8,160,1,1,0.125,20,0.0,0
2024-01-07 20:00:00,21.32,21.4,67.0,163,0,1,0.158,0,0.75,0
2024-01-07 21:00:00,13.15,9.4,81.2,177,2,1,0.189,0,0.0,0
2024-01-07 22:00:00,6.34,2.4,31.0,57,0,2,0.15,0,0.96,0
2024-01-07 23:00:00,6.1,-2.0,60.6,63,0,2,0.168,0,0.73,0
2024-01-08 00:00:00,7.06,23.0,79.9,51,1,3,0.194,18,0.0,0
2024-01-08 01:00:00,8.0,11.1,85.6,108,0,3,0.19,0,0.67,0
2024-01-08 02:00:00,25.2,23.8,87.8,171,1,0,0.146,1,0.0,0
2024-01-08 03:00:00,16.59,5.5,62.9,117,0,0,0.154,0,0.92,0
2024-01-08 04:00:00,14.82,-7.4,62.0,139,1,0,0.104,23,0.0,1
2024-01-08 05:00:00,7.1,-9.4,62.4,141,1,1,0.177,28,0.0,1
2024-01-08 06:00:00,18.87,32.7,32.4,125,0,3,0.159,0,0.72,0
2024-01-08 07:00:00,27.64,19.3,76.2,183,0,0,0.166,0,0.87,0
2024-01-08 08:00:00,5.74,17.3,59.6,128,0,2,0.116,0,0.69,0
2024-01-08 09:00:00,17.6,19.2,25.3,177,2,2,0.101,0,0.0,0
2024-01-08 10:00:00,9.31,24.5,66.7,51,0,3,0.157,0,0.97,0
2024-01-08 11:00:00,12.85,30.8,75.5,174,1,2,0.111,27,0.0,1
2024-01-08 12:00:00,11.64,4.5,72.6,69,0,3,0.171,0,0.55,0
2024-01-08 13:00:00,14.92,-2.9,66.5,200,1,1,0.137,18,0.0,0
2024-01-08 14:00:00,13.59,7.7,75.7,79,2,1,0.111,0,0.0,0
2024-01-08 15:00:00,26.09,5.5,67.2,166,0,0,0.191,0,0.62,0
2024-01-08 16:00:00,8.72,-7.0,60.1,66,0,2,0.118,0,0.83,0
2024-01-08 17:00:00,12.79,-2.8,44.6,53,0,3,0.168,0,0.8,0
2024-01-08 18:00:00,19.05,31.9,28.8,153,0,1,0.112,0,0.57,0
2024-01-08 19:00:00,9.13,12.8,21.7,52,1,2,0.101,15,0.0,0
2024-01-08 20:00:00,4.67,17.1,41.8,75,0,2,0.178,0,0.69,0
2024-01-08 21:00:00,7.93,10.0,46.2,197,0,2,0.146,0,0.83,0
2024-01-08 22:00:00,4.87,30.7,73.5,85,0,3,0.117,0,0.52,0
2024-01-08 23:00:00,10.33,-4.6,53.6,175,1,3,0.165,8,0.0,0
2024-01-09 00:00:00,13.06,-8.5,80.0,76,0,1,0.197,0,0.98,0
2024-01-09 01:00:00,9.93,21.2,31.1,163,0,3,0.128,0,0.71,0
2024-01-09 02:00:00,6.41,15.7,67.8,146,1,3,0.161,17,0.0,0
2024-01-09 03:00:00,5.51,-7.3,77.9,137,1,1,0.139,21,0.0,1
2024-01-09 04:00:00,7.27,8.9,59.9,163,0,2,0.193,0,0.69,0
2024-01-09 05:00:00,17.32,7.8,37.0,110,0,0,0.101,0,0.55,0
2024-01-09 06:00:00,3.98,11.2,87.8,74,2,2,0.106,0,0.0,0
2024-01-09 07:00:00,27.53,22.2,71.5,200,1,1,0.158,9,0.0,0
2024-01-09 08:00:00,9.16,8.2,51.6,68,2,0,0.197,0,0.0,0
2024-01-09 09:00:00,11.22,7.1,26.7,160,0,2,0.196,0,0.71,0
2024-01-09 10:00:00,5.7,4.2,41.8,175,0,2,0.163,0,0.86,0
2024-01-09 11:00:00,20.18,5.9,81.1,154,0,2,0.16,0,0.85,0
2024-01-09 12:00:00,10.47,24.6,56.9,102,0,0,0.113,0,0.7,0
2024-01-09 13:00:00,4.92,14.8,86.4,52,0,0,0.176,0,0.62,0
2024-01-09 14:00:00,8.52,33.1,61.6,56,0,1,0.135,0,0.6,0
2024-01-09 15:00:00,16.42,22.2,64.5,80,1,0,0.16,8,0.0,0
2024-01-09 16:00:00,15.26,-2.4,67.8,69,0,0,0.199,0,0.84,0
2024-01-09 17:00:00,11.2,3.0,59.6,83,0,0,0.151,0,0.54,0
2024-01-09 18:00:00,22.31,-1.2,56.7,166,1,3,0.118,8,0.0,0
2024-01-09 19:00:00,22.05,-2.6,73.2,193,0,2,0.149,0,0.53,0
2024-01-09 20:00:00,5.65,11.3,78.4,171,0,0,0.11,0,0.9,0
2024-01-09 21:00:00,23.88,13.6,66.4,200,1,2,0.13,28,0.0,1
2024-01-09 22:00:00,6.11,3.4,38.5,83,0,0,0.13,0,0.98,0
2024-01-09 23:00:00,8.95,-6.1,36.8,97,1,1,0.115,8,0.0,0
2024-01-10 00:00:00,14.44,-6.5,31.3,132,1,1,0.16,8,0.0,0
2024-01-10 01:00:00,5.58,-0.3,55.3,172,1,0,0.16,23,0.0,1
2024-01-10 02:00:00,16.25,-9.9,65.0,177,0,1,0.111,0,0.54,0
2024-01-10 03:00:00,22.65,-9.7,58.6,168,0,2,0.186,0,0.78,0
2024-01-10 04:00:00,20.03,29.9,80.3,164,0,1,0.136,0,0.91,0
2024-01-10 05:00:00,18.86,7.6,48.2,154,0,1,0.193,0,0.75,0
2024-01-10 06:00:00,10.34,-2.0,30.0,134,0,2,0.146,0,0.65,0
2024-01-10 07:00:00,14.08,22.0,58.0,168,0,1,0.121,0,0.8,0
2024-01-10 08:00:00,24.62,20.3,74.9,148,0,0,0.123,0,0.51,0
2024-01-10 09:00:00,9.22,12.5,84.7,131,1,2,0.176,12,0.0,0
2024-01-10 10:00:00,24.24,4.4,47.4,153,0,1,0.146,0,0.86,0
2024-01-10 11:00:00,6.81,14.7,73.5,50,0,1,0.188,0,0.77,0
2024-01-10 12:00:00,6.23,3.9,22.7,196,0,1,0.135,0,0.61,0
2024-01-10 13:00:00,20.81,-7.6,58.7,110,1,3,0.142,0,0.0,0
2024-01-10 14:00:00,10.19,14.8,35.4,180,1,1,0.133,6,0.0,0
2024-01-10 15:00:00,17.97,27.6,87.2,127,1,2,0.102,11,0.0,0
2024-01-10 16:00:00,19.82,9.7,49.4,109,0,2,0.175,0,0.86,0
2024-01-10 17:00:00,12.22,15.4,65.2,61,0,0,0.155,0,0.92,0
2024-01-10 18:00:00,16.46,-8.3,85.9,101,2,2,0.153,0,0.0,0
2024-01-10 19:00:00,13.33,28.7,78.0,149,1,0,0.184,30,0.0,1
2024-01-10 20:00:00,7.14,-1.5,52.8,85,0,2,0.112,0,0.95,0
2024-01-10 21:00:00,7.5,6.5,67.9,50,2,1,0.154,0,0.0,0
2024-01-10 22:00:00,21.97,5.7,72.0,165,0,3,0.143,0,0.93,0
2024-01-10 23:00:00,13.18,6.0,73.4,83,0,2,0.146,0,0.94,0
2024-01-11 00:00:00,17.7,15.8,78.8,125,0,2,0.153,0,0.66,0
2024-01-11 01:00:00,24.45,32.8,24.0,167,0,2,0.151,0,0.87,0
2024-01-11 02:00:00,7.86,5.0,46.9,123,0,0,0.195,0,0.52,0
2024-01-11 03:00:00,20.24,7.4,43.4,138,0,3,0.15,0,0.58,0
2024-01-11 04:00:00,4.1,12.9,36.5,92,0,0,0.154,0,0.68,0
2024-01-11 05:00:00,14.64,0.7,32.1,160,0,1,0.187,0,0.88,0
2024-01-11 06:00:00,5.5,-9.8,71.2,113,0,1,0.155,0,0.89,0
2024-01-11 07:00:00,14.46,10.4,46.4,52,2,0,0.103,0,0.0,0
2024-01-11 08:00:00,13.91,-5.2,80.9,53,0,1,0.137,0,0.77,0
2024-01-11 09:00:00,15.53,-2.6,81.9,170,0,3,0.156,0,0.56,0
2024-01-11 10:00:00,11.9,17.7,68.7,173,1,1,0.19,20,0.0,0
2024-01-11 11:00:00,16.63,-0.8,82.8,118,0,2,0.183,0,0.85,0
2024-01-11 12:00:00,15.82,9.3,43.2,101,0,1,0.13,0,0.53,0
2024-01-11 13:00:00,15.69,1.1,72.9,88,0,1,0.128,0,0.66,0
2024-01-11 14:00:00,12.33,14.7,38.3,80,0,0,0.128,0,0.56,0
2024-01-11 15:00:00,8.42,-3.0,37.5,152,0,1,0.197,0,0.83,0
2024-01-11 16:00:00,9.59,-1.9,49.7,131,1,1,0.168,24,0.0,1
2024-01-11 17:00:00,10.54,29.0,48.1,94,1,1,0.14,7,0.0,0
2024-01-11 18:00:00,12.94,10.2,22.5,92,0,1,0.195,0,0.89,0
2024-01-11 19:00:00,15.63,28.8,36.0,128,0,2,0.189,0,0.53,0
2024-01-11 20:00:00,16.57,29.5,24.5,68,1,3,0.108,27,0.0,1
2024-01-11 21:00:00,4.02,6.6,23.8,64,0,0,0.187,0,0.53,0
2024-01-11 22:00:00,20.38,25.7,83.5,115,1,2,0.186,17,0.0,0
2024-01-11 23:00:00,19.15,33.0,23.6,92,2,1,0.102,0,0.0,0
2024-01-12 00:00:00,16.22,-2.5,25.7,104,0,1,0.109,0,0.65,0
2024-01-12 01:00:00,5.62,18.7,54.9,82,0,2,0.152,0,0.67,0
2024-01-12 02:00:00,25.58,16.4,57.7,158,1,3,0.186,3,0.0,0
2024-01-12 03:00:00,27.82,-9.8,32.3,199,0,0,0.154,0,0.88,0
2024-01-12 04:00:00,4.93,12.7,75.0,61,0,0,0.174,0,0.93,0
2024-01-12 05:00:00,18.83,2.0,45.8,180,0,1,0.187,0,0.95,0
2024-01-12 06:00:00,15.99,14.0,66.1,78,0,1,0.123,0,0.91,0
2024-01-12 07:00:00,25.02,1.8,60.7,164,2,2,0.151,0,0.0,0
2024-01-12 08:00:00,13.03,-5.8,82.7,95,0,2,0.107,0,0.51,0
2024-01-12 09:00:00,16.73,1.8,28.4,138,0,2,0.16,0,0.92,0
2024-01-12 10:00:00,5.16,13.1,37.7,115,0,1,0.101,0,0.96,0
2024-01-12 11:00:00,22.73,-3.5,54.9,172,0,0,0.193,0,0.6,0
2024-01-12 12:00:00,7.1,0.4,32.6,117,2,3,0.145,0,0.0,0
2024-01-12 13:00:00,10.02,18.6,69.4,117,1,1,0.162,29,0.0,1
2024-01-12 14:00:00,17.38,-9.9,82.2,94,0,3,0.154,0,0.62,0
2024-01-12 15:00:00,4.29,33.8,76.7,101,0,3,0.147,0,0.55,0
2024-01-12 16:00:00,16.05,-4.0,20.1,114,0,2,0.125,0,0.65,0
2024-01-12 17:00:00,13.6,-7.9,20.6,63,0,3,0.166,0,0.69,0
2024-01-12 18:00:00,20.52,-6.9,74.3,118,1,1,0.153,23,0.0,1
2024-01-12 19:00:00,4.17,-3.7,65.7,62,1,0,0.117,12,0.0,0
2024-01-12 20:00:00,14.26,11.2,37.4,51,1,1,0.181,0,0.0,0
2024-01-12 21:00:00,13.37,2.5,87.5,166,0,3,0.157,0,0.78,0
2024-01-12 22:00:00,23.16,19.2,37.1,147,0,2,0.127,0,0.83,0
2024-01-12 23:00:00,15.78,24.5,81.7,179,0,3,0.171,0,0.54,0
2024-01-13 00:00:00,14.48,25.0,72.9,174,2,2,0.131,0,0.0,0
2024-01-13 01:00:00,19.11,7.1,26.3,169,1,1,0.191,7,0.0,0
2024-01-13 02:00:00,23.33,20.0,60.6,135,2,1,0.154,0,0.0,0
2024-01-13 03:00:00,17.09,5.6,69.3,177,1,0,0.197,5,0.0,0
2024-01-13 04:00:00,4.28,30.4,86.3,113,0,2,0.133,0,0.81,0
2024-01-13 05:00:00,12.66,3.9,66.0,64,0,2,0.162,0,0.73,0
2024-01-13 06:00:00,20.21,21.4,74.6,167,0,0,0.181,0,0.97,0
2024-01-13 07:00:00,8.08,-5.4,83.4,93,0,0,0.156,0,0.97,0
2024-01-13 08:00:00,11.33,17.9,25.9,89,1,0,0.189,14,0.0,0
2024-01-13 09:00:00,21.05,8.5,79.4,152,0,0,0.191,0,0.63,0
2024-01-13 10:00:00,18.63,12.3,43.5,197,1,2,0.102,5,0.0,0
2024-01-13 11:00:00,12.97,0.9,88.2,90,0,1,0.117,0,0.75,0
2024-01-13 12:00:00,16.0,21.4,62.3,166,0,0,0.167,0,0.58,0
2024-01-13 13:00:00,17.58,9.7,72.5,165,1,3,0.191,4,0.0,0
2024-01-13 14:00:00,3.9,10.0,29.3,63,0,0,0.148,0,0.72,0
2024-01-13 15:00:00,6.64,1.5,61.3,66,0,2,0.122,0,0.81,0
2024-01-13 16:00:00,8.1,32.5,34.2,134,0,3,0.152,0,0.56,0
2024-01-13 17:00:00,23.22,3.2,89.4,166,0,2,0.171,0,0.51,0
2024-01-13 18:00:00,20.9,1.9,59.9,172,0,0,0.167,0,0.59,0
2024-01-13 19:00:00,15.12,11.0,33.9,61,1,3,0.156,22,0.0,1
2024-01-13 20:00:00,20.96,7.6,84.3,127,1,2,0.15,22,0.0,1
2024-01-13 21:00:00,12.49,20.9,42.3,180,0,0,0.155,0,0.92,0
2024-01-13 22:00:00,20.11,16.9,52.1,175,2,3,0.181,0,0.0,0
2024-01-13 23:00:00,25.99,25.4,45.9,174,0,0,0.102,0,0.73,0
2024-01-14 00:00:00,16.03,30.8,68.7,110,0,1,0.116,0,0.79,0
2024-01-14 01:00:00,10.3,33.5,34.8,123,2,1,0.139,0,0.0,0
2024-01-14 02:00:00,7.99,6.2,63.9,106,0,0,0.151,0,0.7,0
2024-01-14 03:00:00,9.77,19.0,36.9,52,0,1,0.174,0,0.85,0
2024-01-14 04:00:00,20.05,27.5,86.9,127,0,3,0.194,0,0.51,0
2024-01-14 05:00:00,15.25,18.3,38.7,80,1,2,0.182,25,0.0,1
2024-01-14 06:00:00,13.56,-7.9,61.7,54,2,1,0.159,0,0.0,0
2024-01-14 07:00:00,15.61,9.1,25.4,99,0,1,0.107,0,0.8,0
